WorkerId	ID	Input.compound	Answer.Qhead	Answer.Qmodifier	Answer.Qheadmodifier	equivalents	Input.noun	Input.modifier	Input.nounlemma	Input.modifierlemma	Input.order	AssignmentStatus
rodrigue420313	175	vinho tinto	5	2	3	Vinho do Porto - Vinho Vermelho	vinho	tinto	vinho	tinto	NA	Approved
rodrigue420313	177	viva voz	4	2	2	Recurso Telefônico - Voz alta	voz	viva	voz	vivo	AN	Approved
rodrigue994273	1	abalo sísmico	5	0	1	medo - terremoto, calota terrestre, mar, terra, tremer	abalo	sísmico	abalo	sísmico	NA	Approved
rodrigue994273	15	ano-novo	5	5	5	alegria - recomeço, novo ano, esperança, réveillon	ano	novo	ano	novo	NA	Approved
rodrigue994273	18	arma branca	5	0	0	canivete, faca - pequena, cozinha, pouco perigo	arma	branca	arma	branco	NA	Approved
rodrigue994273	24	braço direito	0	0	5	estar em uma situaçao de importância - importante, imprescindivel	braço	direito	braço	direito	NA	Approved
rodrigue994273	30	câmara fria	0	5	0	frio, extremo - geladeira, conservaçao	câmara	fria	câmara	frio	NA	Approved
rodrigue994273	33	carro-forte	5	1	0	blindado, segurança, dinheiro, banco - pesado	carro	forte	carro	forte	NA	Approved
rodrigue994273	34	carta aberta	1	0	5	declaração, discurso, reclamação, discussão publica - discussao	carta	aberta	carta	aberto	NA	Approved
rodrigue994273	36	centro espírita	0	5	0	lugar, encontro, espiritismo, espiritos, religiao, comunidade - solidariedade	centro	espírita	centro	espírita	NA	Approved
rodrigue994273	48	conta-corrente	5	0	0	deposito de dinheiro - dinheiro, movimento de dinheiro, banco	conta	corrente	conta	corrente	NA	Approved
rodrigue994273	86	lua nova	5	2	1	fase - renascimento, cabelo, depilaçao, parto, plantas	lua	nova	lua	novo	NA	Approved
rodrigue994273	101	montanha-russa	4	0	0	adrenalina - altos e baixos, tristezas e alegrias, dor e alivio, brinquedo, aventura	montanha	russa	montanha	russo	NA	Approved
rodrigue994273	117	pavio curto	5	0	5	explosivo, nervoso, impulsivo - pouco dialogo	pavio	curto	pavio	curto	NA	Approved
rodrigue994273	124	poção mágica	5	1	5	crença, fé - magica, bebida, inexistente	poção	mágica	poção	mágico	NA	Approved
rodrigue994273	137	processo seletivo	5	5	5	encontrar, procurar - procedimento, entrevista, selecionar	processo	seletivo	processo	seletivo	NA	Approved
rodrigue994273	150	saia justa	0	0	0	dificuldade em andar (porque a saia é muito justa) - dificuldade, vergonha, timidez, situaçao delicada	saia	justa	saia	justo	NA	Approved
rodrigue994273	155	sangue quente	5	3	5	estou de cabeça quente, meu sangue ferveu - nervoso, irritado, vermelho	sangue	quente	sangue	quente	NA	Approved
ruyandre639094	1	abalo sísmico	4	5	4	terremoto - tremores de terra	abalo	sísmico	abalo	sísmico	NA	Approved
ruyandre639094	5	água mineral	5	3	4	água - água mais pura	água	mineral	água	mineral	NA	Approved
ruyandre639094	7	algodão-doce	0	5	1	comida - doce	algodão	doce	algodão	doce	NA	Approved
ruyandre639094	8	alta temporada	0	0	0	muitas pessoas - período lotado	temporada	alta	temporada	alto	AN	Approved
ruyandre639094	11	alto-falante	4	4	2	aparelho de som - porta-voz	falante	alto	falante	alto	AN	Approved
ruyandre639094	13	amigo secreto	5	5	4	jogo - pessoa desconhecida	amigo	secreto	amigo	secreto	NA	Approved
ruyandre639094	14	amor-próprio	5	5	5	auto estima - auto suficiencia	amor	próprio	amor	próprio	NA	Approved
ruyandre639094	17	ar livre	1	4	1	lugar aberto - natureza	ar	livre	ar	livre	NA	Approved
ruyandre639094	18	arma branca	5	0	0	arma não explosiva - faca	arma	branca	arma	branco	NA	Approved
ruyandre639094	21	batata-doce	5	5	5	comida - hortaliça	batata	doce	batata	doce	NA	Approved
ruyandre639094	23	bode expiatório	0	3	0	culpado - distração	bode	expiatório	bode	expiatório	NA	Approved
ruyandre639094	24	braço direito	0	0	0	pessoa de confiança - pessoa disponível	braço	direito	braço	direito	NA	Approved
ruyandre639094	26	café colonial	3	3	3	café da manhã - café tradicional	café	colonial	café	colonial	NA	Approved
ruyandre639094	30	câmara fria	5	5	5	ambiente climatizado - refrigerador	câmara	fria	câmara	frio	NA	Approved
ruyandre639094	31	carne branca	5	0	1	carne de frango - carne de porco	carne	branca	carne	branco	NA	Approved
ruyandre639094	33	carro-forte	5	5	5	carro blindado - carro muito seguro	carro	forte	carro	forte	NA	Approved
ruyandre639094	35	centro comercial	0	5	1	lugar com comércio - shopping	centro	comercial	centro	comercial	NA	Approved
ruyandre639094	37	cerca viva	5	4	4	cerca de plantas - plantas	cerca	viva	cerca	vivo	NA	Approved
ruyandre639094	38	céu aberto	5	2	3	ar livre - sem proteção	céu	aberto	céu	aberto	NA	Approved
ruyandre639094	45	coluna social	2	4	2	coluna de jornal - informações de pessoas	coluna	social	coluna	social	NA	Approved
ruyandre639094	50	corda bamba	0	3	2	indecisão - situação complicada	corda	bamba	corda	bambo	NA	Approved
ruyandre639094	53	deputado federal	5	5	5	eleito - político	deputado	federal	deputado	federal	NA	Approved
ruyandre639094	57	disco voador	1	5	2	naves alienígenas - ovnis	disco	voador	disco	voador	NA	Approved
ruyandre639094	58	efeitos especiais	1	1	0	cenas criadas digitalmente - efeitos gráficos	efeitos	especiais	efeito	especial	NA	Approved
ruyandre639094	59	elefante branco	0	0	0	lugares abandonados - lugares não usados	elefante	branco	elefante	branco	NA	Approved
ruyandre639094	61	estrela cadente	5	4	4	caem do céu - meteoros	estrela	cadente	estrela	cadente	NA	Approved
ruyandre639094	68	fio condutor	0	4	1	elemento principal - referência	fio	condutor	fio	condutor	NA	Approved
ruyandre639094	69	força bruta	4	4	3	autoridade - violência	força	bruta	força	bruto	NA	Approved
ruyandre639094	70	gatos-pingados	0	0	0	poucas pessoas - público pequeno	gatos	pingados	gato	pingado	NA	Approved
ruyandre639094	75	gripe suína	5	1	2	doença - vírus da gripe	gripe	suína	gripe	suíno	NA	Approved
ruyandre639094	76	guarda-florestal	5	1	1	guardião - segurança	guarda	florestal	guarda	florestal	NA	Approved
ruyandre639094	77	jogo duro	0	1	0	dificuldades - ser complicado	jogo	duro	jogo	duro	NA	Approved
ruyandre639094	78	juízo final	4	4	4	apocalipse - julgamento	juízo	final	juízo	final	NA	Approved
ruyandre639094	79	leite integral	5	4	4	leite natural - leite orgânico	leite	integral	leite	integral	NA	Approved
ruyandre639094	82	livro aberto	0	5	4	pessoa sem segredos - sem esconder nada	livro	aberto	livro	aberto	NA	Approved
ruyandre639094	90	mão-fechada	1	1	0	não gasta dinheiro - sovina	mão	fechada	mão	fechado	NA	Approved
ruyandre639094	93	maré alta	4	4	4	mar alto - volume de água	maré	alta	maré	alto	NA	Approved
ruyandre639094	102	navio negreiro	5	1	0	embarcações - navios com escravos	navio	negreiro	navio	negreiro	NA	Approved
ruyandre639094	107	olho gordo	1	0	0	desejar coisas ruins - inveja	olho	gordo	olho	gordo	NA	Approved
ruyandre639094	112	pão-duro	0	0	0	avarento - sovina	pão	duro	pão	duro	NA	Approved
ruyandre639094	114	paraíso fiscal	1	0	0	lugares sem fiscalização - lugares sem impostos	paraíso	fiscal	paraíso	fiscal	NA	Approved
ruyandre639094	116	pau-mandado	0	5	0	condescendente - obediente	pau	mandado	pau	mandado	NA	Approved
ruyandre639094	118	pé quente	0	0	0	pessoa com sorte - traz sorte	pé	quente	pé	quente	NA	Approved
ruyandre639094	122	peso morto	4	0	2	indiferença - inutilidade	peso	morto	peso	morto	NA	Approved
ruyandre639094	128	ponto fraco	0	4	3	defeitos - imperfeições	ponto	fraco	ponto	fraco	NA	Approved
ruyandre639094	130	primeira infância	5	4	4	criança - imatura	infância	primeira	infância	primeiro	AN	Approved
ruyandre639094	133	primeira-dama	5	1	2	esposa do presidente - mulher importante	dama	primeira	dama	primeiro	AN	Approved
ruyandre639094	134	primeiro ministro	4	1	0	líder - pessoa importante	ministro	primeiro	ministro	primeiro	AN	Approved
ruyandre639094	137	processo seletivo	5	4	5	concurso - entrevista de emprego	processo	seletivo	processo	seletivo	NA	Approved
ruyandre639094	139	puro-sangue	3	3	3	de raça - sem mistura	sangue	puro	sangue	puro	AN	Approved
ruyandre639094	140	quadro-negro	5	4	5	quadro de escola - quadro de escrever	quadro	negro	quadro	negro	NA	Approved
ruyandre639094	142	quinta categoria	2	0	0	sem utilidade - sem valor	categoria	quinta	categoria	quinto	AN	Approved
ruyandre639094	146	relógio biológico	1	5	1	tempo biológico - tempo do corpo	relógio	biológico	relógio	biológico	NA	Approved
ruyandre639094	147	reta final	0	1	0	última chance - última fase	reta	final	reta	final	NA	Approved
ruyandre639094	150	saia justa	0	1	0	constrangimento - pressão - situação difícil	saia	justa	saia	justo	NA	Approved
ruyandre639094	154	sangue frio	2	1	0	inconsequente - sem piedade	sangue	frio	sangue	frio	NA	Approved
ruyandre639094	155	sangue quente	2	2	2	ser emotivo - ser nervoso	sangue	quente	sangue	quente	NA	Approved
ruyandre639094	156	secretária eletrônica	0	5	1	mecanismo - recebedor de mensagens	secretária	eletrônica	secretário	eletrônico	NA	Approved
ruyandre639094	158	segundo plano	0	0	0	deixado pra depois - fora da atenção	plano	segundo	plano	segundo	AN	Approved
ruyandre639094	159	sentença judicial	4	4	4	decisão - resolução do julgamento	sentença	judicial	sentença	judicial	NA	Approved
ruyandre639094	160	sétima arte	5	5	5	cinema - filmes	arte	sétima	arte	sétimo	AN	Approved
ruyandre639094	167	tempo real	4	2	0	na mesma hora - simultaneamente	tempo	real	tempo	real	NA	Approved
ruyandre639094	168	terceira idade	4	4	4	fase da vida - pessoa idosa	idade	terceira	idade	terceiro	AN	Approved
ruyandre639094	170	tiro livre	1	1	0	chute - cobrança de falta	tiro	livre	tiro	livre	NA	Approved
ruyandre639094	173	vaca louca	0	0	0	doença - doença grave	vaca	louca	vaca	louco	NA	Approved
ruyandre639094	177	viva voz	5	2	3	alto falante - voz alta	voz	viva	voz	vivo	AN	Approved
ruyandre639094	179	vôo internacional	5	5	5	viagem internacional - voo entre países	vôo	internacional	vôo	internacional	NA	Approved
scheffel706770	1	abalo sísmico	3	3	3	choque entre placas tectonicas - terremoto	abalo	sísmico	abalo	sísmico	NA	Approved
scheffel706770	2	acampamento militar	3	3	3	acampamento do exército - concentração militar	acampamento	militar	acampamento	militar	NA	Approved
scheffel706770	3	agente secreto	2	2	2	agente furtivo - espião	agente	secreto	agente	secreto	NA	Approved
scheffel706770	5	água mineral	5	3	3	água com minerais - água tratada	água	mineral	água	mineral	NA	Approved
scheffel706770	8	alta temporada	3	1	1	período de férias - tempo de alto movimento	temporada	alta	temporada	alto	AN	Approved
scheffel706770	10	alto mar	3	2	2	muito adentro do mar - oceano	mar	alto	mar	alto	AN	Approved
scheffel706770	14	amor-próprio	3	4	2	autovalorização - egoismo do bem	amor	próprio	amor	próprio	NA	Approved
scheffel706770	16	ar condicionado	2	3	2	refrigerador - resfriador de ar	ar	condicionado	ar	condicionado	NA	Approved
scheffel706770	17	ar livre	2	2	2	espaço sem estruturas - que não é coberto	ar	livre	ar	livre	NA	Approved
scheffel706770	18	arma branca	1	1	1	armas não de fogo - facas	arma	branca	arma	branco	NA	Approved
scheffel706770	21	batata-doce	3	3	3	batata-da-ilha - batata-da-terra	batata	doce	batata	doce	NA	Approved
scheffel706770	22	bebida alcoólica	5	5	5	bira - trago	bebida	alcoólica	bebida	alcoólico	NA	Approved
scheffel706770	24	braço direito	1	1	1	companheiro fiel - que esta sempre ajudando	braço	direito	braço	direito	NA	Approved
scheffel706770	26	café colonial	2	3	2	refeição abundante - refeição com alimentos de tradição colonial	café	colonial	café	colonial	NA	Approved
scheffel706770	32	carne vermelha	4	2	3	carne de gado - carne que vem do gado	carne	vermelha	carne	vermelho	NA	Approved
scheffel706770	35	centro comercial	3	3	3	centro de comércio - concentração de lojas	centro	comercial	centro	comercial	NA	Approved
scheffel706770	37	cerca viva	1	1	1	plantas com uma determinada forma - plantas que fazem contorno	cerca	viva	cerca	vivo	NA	Approved
scheffel706770	43	classe executiva	2	2	2	classe de maior padrão - parte que viajam os apoderados	classe	executiva	classe	executivo	NA	Approved
scheffel706770	44	colégio militar	3	3	3	colégio dos militares - escola onde os militares estudam	colégio	militar	colégio	militar	NA	Approved
scheffel706770	49	coração partido	1	2	1	desapontado - magoado	coração	partido	coração	partido	NA	Approved
scheffel706770	51	cordas vocais	2	3	2	garganta - voz	cordas	vocais	corda	vocal	NA	Approved
scheffel706770	55	direitos humanos	2	1	1	direitos básicos de cada pessoa - leis que defendem direitos básicos	direitos	humanos	direito	humano	NA	Approved
scheffel706770	56	disco rígido	3	2	2	dispositivo de memória bruta - hd	disco	rígido	disco	rígido	NA	Approved
scheffel706770	58	efeitos especiais	3	1	1	alterações na imagem por computação - efeitos gerados por computadores	efeitos	especiais	efeito	especial	NA	Approved
scheffel706770	60	escada rolante	4	3	3	conjunto de degraus com rolamento automático - escada que sobe ou desce automaticamente	escada	rolante	escada	rolante	NA	Approved
scheffel706770	68	fio condutor	2	3	2	linha principal - ordem	fio	condutor	fio	condutor	NA	Approved
scheffel706770	73	governo federal	5	5	5	governo máximo do país - pessoas que governam o país	governo	federal	governo	federal	NA	Approved
scheffel706770	75	gripe suína	2	3	2	gripe do porco - h1n1	gripe	suína	gripe	suíno	NA	Approved
scheffel706770	78	juízo final	2	3	2	julgamento definitivo - momento de decisão definitiva	juízo	final	juízo	final	NA	Approved
scheffel706770	80	lista negra	3	1	1	lista de morte - marcado para sofrer algo	lista	negra	lista	negro	NA	Approved
scheffel706770	81	livre-docente	1	3	3	ensinador - professor	docente	livre	docente	livre	AN	Approved
scheffel706770	88	má-fé	2	5	2	má indole - maldade	fé	má	fé	mau	AN	Approved
scheffel706770	95	massa cinzenta	1	1	1	cerebro - interior ao crânio	massa	cinzenta	massa	cinzento	NA	Approved
scheffel706770	96	mau contato	2	2	2	desconexão elétrica - falha existente em um fio	contato	mau	contato	mau	AN	Approved
scheffel706770	97	mau-humor	4	2	2	estressado - falta de alegria	humor	mau	humor	mau	AN	Approved
scheffel706770	101	montanha-russa	0	1	0	brinquedos de parques - principal brinquedo de um parque de diversão	montanha	russa	montanha	russo	NA	Approved
scheffel706770	102	navio negreiro	5	2	2	navio de escravos - navio transportando negro	navio	negreiro	navio	negreiro	NA	Approved
scheffel706770	103	nó cego	3	0	0	apertadíssimo - nó que não se desfaz	nó	cego	nó	cego	NA	Approved
scheffel706770	104	novo mundo	2	3	1	momento melhor - mundo diferente	mundo	novo	mundo	novo	AN	Approved
scheffel706770	105	novo-rico	4	3	1	emergiu da pobreza - pobre que ficou rico	rico	novo	rico	novo	AN	Approved
scheffel706770	106	núcleo atômico	5	3	3	junção dos protons e neutrons de um átomo - o núcleo de um átomo	núcleo	atômico	núcleo	atômico	NA	Approved
scheffel706770	108	olho mágico	1	0	0	buraco da porta - furo da porta	olho	mágico	olho	mágico	NA	Approved
scheffel706770	110	ônibus executivo	5	2	3	ônibus de viagem - ônibus premium	ônibus	executivo	ônibus	executivo	NA	Approved
scheffel706770	111	ovelha negra	1	1	1	diferente dos demais - se distingue do seu conjunto	ovelha	negra	ovelha	negro	NA	Approved
scheffel706770	113	papel higiênico	3	3	3	papel do banheiro - rolo de papel para se limpar	papel	higiênico	papel	higiênico	NA	Approved
scheffel706770	117	pavio curto	1	1	1	perde a calma facilmente - temperamento explosivo	pavio	curto	pavio	curto	NA	Approved
scheffel706770	122	peso morto	1	0	0	fardo a ser carregado - não contribui em nada	peso	morto	peso	morto	NA	Approved
scheffel706770	124	poção mágica	2	1	2	ardilo - truque	poção	mágica	poção	mágico	NA	Approved
scheffel706770	128	ponto fraco	1	3	1	deficiencia - fraqueza	ponto	fraco	ponto	fraco	NA	Approved
scheffel706770	135	primeiro plano	2	2	2	em primeiro lugar - foco	plano	primeiro	plano	primeiro	AN	Approved
scheffel706770	136	príncipe encantado	2	2	2	homem dos sonhos - homem perfeito	príncipe	encantado	príncipe	encantado	NA	Approved
scheffel706770	137	processo seletivo	3	5	3	processo de seleção - seleção	processo	seletivo	processo	seletivo	NA	Approved
scheffel706770	143	rede social	2	3	1	conexão virtual entre pessoas - rede de pessoas	rede	social	rede	social	NA	Approved
scheffel706770	149	roleta russa	3	1	1	testar a sorte - testar o acaso	roleta	russa	roleta	russo	NA	Approved
scheffel706770	151	sala cirúrgica	5	3	3	onde se faz cirurgia - salas de cirurgia	sala	cirúrgica	sala	cirúrgico	NA	Approved
scheffel706770	158	segundo plano	1	1	1	fora do foco - não principal	plano	segundo	plano	segundo	AN	Approved
scheffel706770	162	sinal verde	2	2	2	aprovação - liberação	sinal	verde	sinal	verde	NA	Approved
scheffel706770	163	sistema político	2	4	1	conjunto político - grupo de todas as pessoas que estão envolvidas naquela política	sistema	político	sistema	político	NA	Approved
scheffel706770	167	tempo real	3	3	3	ao vivo - momento real	tempo	real	tempo	real	NA	Approved
scheffel706770	172	trabalho escravo	3	2	3	esforço obrigatório - trabalho forçado	trabalho	escravo	trabalho	escravo	NA	Approved
scheffel706770	174	vinho branco	5	2	2	bebida alcoólica que vem da uva sem casca - vinho que vem do suco da uva sem a casca	vinho	branco	vinho	branco	NA	Approved
scheffel706770	175	vinho tinto	5	5	5	vinho escuro - vinho que veio da uva com casca escura	vinho	tinto	vinho	tinto	NA	Approved
scheffel706770	177	viva voz	2	1	1	conferência por audio - conversa por áudio	voz	viva	voz	vivo	AN	Approved
sergiluc763007	1	abalo sísmico	5	5	5	choque na terra - terremoto	abalo	sísmico	abalo	sísmico	NA	Approved
sergiluc763007	3	agente secreto	5	5	5	agente infiltrado - espião	agente	secreto	agente	secreto	NA	Approved
sergiluc763007	4	água doce	5	1	0	água fluvial - água natural	água	doce	água	doce	NA	Approved
sergiluc763007	6	alarme falso	3	5	3	alarme inválido - falso aviso	alarme	falso	alarme	falso	NA	Approved
sergiluc763007	7	algodão-doce	2	5	3	confeito similar ao algodão  - doce de açucar	algodão	doce	algodão	doce	NA	Approved
sergiluc763007	9	alta-costura	5	1	1	alta qualidade - excelente fábrica	costura	alta	costura	alto	AN	Approved
sergiluc763007	10	alto mar	5	3	3	deriva - mar aberto	mar	alto	mar	alto	AN	Approved
sergiluc763007	11	alto-falante	3	0	3	caixa acústica - caixa de som	falante	alto	falante	alto	AN	Approved
sergiluc763007	14	amor-próprio	4	5	4	auto estima - vaidade	amor	próprio	amor	próprio	NA	Approved
sergiluc763007	16	ar condicionado	3	4	3	aparelho climatizador - resfriador	ar	condicionado	ar	condicionado	NA	Approved
sergiluc763007	17	ar livre	3	4	3	ao aberto - ar fresco	ar	livre	ar	livre	NA	Approved
sergiluc763007	20	banho turco	5	2	2	banho à vapor - sauna	banho	turco	banho	turco	NA	Approved
sergiluc763007	22	bebida alcoólica	5	5	5	bebida etílica - trago	bebida	alcoólica	bebida	alcoólico	NA	Approved
sergiluc763007	24	braço direito	1	1	1	companheiro - melhor amigo	braço	direito	braço	direito	NA	Approved
sergiluc763007	26	café colonial	3	5	3	café da manhã chique - lanche abundante de comidas coloniais - refeição farta ao estilo da colônia	café	colonial	café	colonial	NA	Approved
sergiluc763007	28	caixa-preta	0	0	0	assuntos íntimos - segredos	caixa	preta	caixa	preto	NA	Approved
sergiluc763007	30	câmara fria	5	5	5	recinto resfriado - sala gelada	câmara	fria	câmara	frio	NA	Approved
sergiluc763007	35	centro comercial	5	5	5	galeria comercial - shopping center	centro	comercial	centro	comercial	NA	Approved
sergiluc763007	37	cerca viva	5	2	2	cerca verde - muro de plantas	cerca	viva	cerca	vivo	NA	Approved
sergiluc763007	39	cheiro-verde	2	5	0	tempero - vegetal	cheiro	verde	cheiro	verde	NA	Approved
sergiluc763007	41	círculo vicioso	3	5	3	ciclo inacabável - procedimento que perdura 	círculo	vicioso	círculo	vicioso	NA	Approved
sergiluc763007	43	classe executiva	5	3	3	lugar de luxo - primeira classe	classe	executiva	classe	executivo	NA	Approved
sergiluc763007	45	coluna social	1	4	1	meios de comunicação - reportagens	coluna	social	coluna	social	NA	Approved
sergiluc763007	46	comida caseira	5	5	5	comida doméstica - refeição caseira	comida	caseira	comida	caseiro	NA	Approved
sergiluc763007	48	conta-corrente	5	3	3	conta bancária - poupança	conta	corrente	conta	corrente	NA	Approved
sergiluc763007	53	deputado federal	5	5	5	cargo federal - deputado	deputado	federal	deputado	federal	NA	Approved
sergiluc763007	56	disco rígido	5	4	4	dispositivo de armazenamento - unidade de armazenamento	disco	rígido	disco	rígido	NA	Approved
sergiluc763007	59	elefante branco	0	0	1	construções sem proposito após certo tempo - obras obsoletas eventualmente	elefante	branco	elefante	branco	NA	Approved
sergiluc763007	62	exame clínico	4	5	4	consulta médica - encontro médico	exame	clínico	exame	clínico	NA	Approved
sergiluc763007	63	exames laboratoriais	5	5	5	análise de laboratório - pesquisa laboratorial	exames	laboratoriais	exame	laboratorial	NA	Approved
sergiluc763007	64	farinha integral	5	5	5	farinha sem calorias - farofa integral	farinha	integral	farinha	integral	NA	Approved
sergiluc763007	69	força bruta	3	5	4	ignorância - violência	força	bruta	força	bruto	NA	Approved
sergiluc763007	70	gatos-pingados	0	0	0	pouca gente - público escasso	gatos	pingados	gato	pingado	NA	Approved
sergiluc763007	74	gripe aviária	5	4	3	doença contagiosa aviária - gripe das aves	gripe	aviária	gripe	aviário	NA	Approved
sergiluc763007	76	guarda-florestal	5	5	5	funcionário florestal  - guarda da floresta	guarda	florestal	guarda	florestal	NA	Approved
sergiluc763007	77	jogo duro	1	2	1	oposição conceitual - represália	jogo	duro	jogo	duro	NA	Approved
sergiluc763007	78	juízo final	4	5	3	julgamento  - sentença final	juízo	final	juízo	final	NA	Approved
sergiluc763007	82	livro aberto	0	2	1	algo não escondido - sem segredos	livro	aberto	livro	aberto	NA	Approved
sergiluc763007	85	lua cheia	5	3	3	lua completa - satélite natural cheio	lua	cheia	lua	cheio	NA	Approved
sergiluc763007	86	lua nova	5	1	2	lua inédita - satélite natural	lua	nova	lua	novo	NA	Approved
sergiluc763007	88	má-fé	1	4	3	má vontade - malícia	fé	má	fé	mau	AN	Approved
sergiluc763007	92	mar aberto	5	3	3	alto mar - deriva	mar	aberto	mar	aberto	NA	Approved
sergiluc763007	93	maré alta	5	4	4	mar alto - maré grande	maré	alta	maré	alto	NA	Approved
sergiluc763007	95	massa cinzenta	4	4	4	cérebro - intelecto	massa	cinzenta	massa	cinzento	NA	Approved
sergiluc763007	96	mau contato	4	5	1	curto circuito - falta de contato	contato	mau	contato	mau	AN	Approved
sergiluc763007	99	mercado negro	2	0	0	negócios ilegais - submundo financeiro	mercado	negro	mercado	negro	NA	Approved
sergiluc763007	102	navio negreiro	5	2	2	embarcação carcerária escrava - navio escravocrata	navio	negreiro	navio	negreiro	NA	Approved
sergiluc763007	104	novo mundo	2	5	2	futuro - novo espaço	mundo	novo	mundo	novo	AN	Approved
sergiluc763007	105	novo-rico	5	4	2	emergentes - ex-pobres	rico	novo	rico	novo	AN	Approved
sergiluc763007	107	olho gordo	2	3	1	desejo não sadio - inveja	olho	gordo	olho	gordo	NA	Approved
sergiluc763007	108	olho mágico	0	0	0	abertura  - pequeno furo na porta	olho	mágico	olho	mágico	NA	Approved
sergiluc763007	109	olho nu	3	1	1	olho humano - visão sem aparato	olho	nu	olho	nu	NA	Approved
sergiluc763007	110	ônibus executivo	5	3	4	ônibus - ônibus de luxo	ônibus	executivo	ônibus	executivo	NA	Approved
sergiluc763007	111	ovelha negra	0	1	1	exceção - excluído	ovelha	negra	ovelha	negro	NA	Approved
sergiluc763007	112	pão-duro	0	0	0	mão de vaca - mesquinha	pão	duro	pão	duro	NA	Approved
sergiluc763007	113	papel higiênico	5	5	5	artigo de higiene - rolo de papel	papel	higiênico	papel	higiênico	NA	Approved
sergiluc763007	117	pavio curto	1	1	1	impaciente - sem paciência	pavio	curto	pavio	curto	NA	Approved
sergiluc763007	119	pé-direito	0	0	0	boa fase - sorte	pé	direito	pé	direito	NA	Approved
sergiluc763007	121	pente fino	0	0	0	análise minuciosa - inspeção	pente	fino	pente	fino	NA	Approved
sergiluc763007	124	poção mágica	5	5	5	elixir exotérico - solução mística	poção	mágica	poção	mágico	NA	Approved
sergiluc763007	125	pólo-aquático	0	5	1	atividade aquática - esporte aquático	pólo	aquático	pólo	aquático	NA	Approved
sergiluc763007	126	ponto cego	3	4	3	lugar cuja imagem não pode ser vista - lugar fora do campo de visão de alguém	ponto	cego	ponto	cego	NA	Approved
sergiluc763007	128	ponto fraco	2	5	3	calcanhar de aquiles - fraqueza	ponto	fraco	ponto	fraco	NA	Approved
sergiluc763007	129	prato feito	4	2	3	prato completo - refeição completa	prato	feito	prato	feito	NA	Approved
sergiluc763007	130	primeira infância	5	4	4	infância - primeiros anos	infância	primeira	infância	primeiro	AN	Approved
sergiluc763007	132	primeira necessidade	5	5	4	necessidade urgente - prioridade	necessidade	primeira	necessidade	primeiro	AN	Approved
sergiluc763007	133	primeira-dama	5	2	1	dama oficial do governo - esposa do presidente	dama	primeira	dama	primeiro	AN	Approved
sergiluc763007	134	primeiro ministro	5	3	3	chefe de estado - chefe do parlamentarismo	ministro	primeiro	ministro	primeiro	AN	Approved
sergiluc763007	135	primeiro plano	4	5	4	em evidência - preferência	plano	primeiro	plano	primeiro	AN	Approved
sergiluc763007	136	príncipe encantado	3	3	1	amado - pretendente	príncipe	encantado	príncipe	encantado	NA	Approved
sergiluc763007	139	puro-sangue	0	0	0	autêntico - genuíno	sangue	puro	sangue	puro	AN	Approved
sergiluc763007	140	quadro-negro	5	2	2	lousa - quadro didático	quadro	negro	quadro	negro	NA	Approved
sergiluc763007	141	queda livre	5	3	3	cair abruptamente - desabar	queda	livre	queda	livre	NA	Approved
sergiluc763007	144	regime político	5	5	5	modelo político - sistema político	regime	político	regime	político	NA	Approved
sergiluc763007	147	reta final	1	5	1	desfecho - fim	reta	final	reta	final	NA	Approved
sergiluc763007	150	saia justa	1	4	2	ocasião embaraçosa - situação constrangedora	saia	justa	saia	justo	NA	Approved
sergiluc763007	154	sangue frio	1	0	0	sem misericórdia - sem piedade	sangue	frio	sangue	frio	NA	Approved
sergiluc763007	157	segundas intenções	5	1	3	má-fé - más intenções	intenções	segundas	intenção	segundo	AN	Approved
sergiluc763007	159	sentença judicial	5	5	5	pena judicial - resultado do juiz	sentença	judicial	sentença	judicial	NA	Approved
sergiluc763007	163	sistema político	5	5	5	aparato político - política	sistema	político	sistema	político	NA	Approved
sergiluc763007	164	tapete vermelho	5	5	4	corredor de entrada - passarela	tapete	vermelho	tapete	vermelho	NA	Approved
sergiluc763007	165	tartaruga-marinha	5	5	5	animal do mar - réptil marinho	tartaruga	marinha	tartaruga	marinho	NA	Approved
sergiluc763007	166	tela plana	5	5	5	tela gigante - tela grande	tela	plana	tela	plano	NA	Approved
sergiluc763007	167	tempo real	4	2	2	ao vivo - na mesma hora	tempo	real	tempo	real	NA	Approved
sergiluc763007	168	terceira idade	5	1	0	maior idade - velhice	idade	terceira	idade	terceiro	AN	Approved
sergiluc763007	171	trabalho braçal	5	5	5	exercício bruto - trabalho manual	trabalho	braçal	trabalho	braçal	NA	Approved
sergiluc763007	175	vinho tinto	5	2	2	bebida alcoolica - iguaria etílica	vinho	tinto	vinho	tinto	NA	Approved
sergiluc763007	177	viva voz	4	1	3	funçao para ouvir a voz alta - quando se utiliza o alto falante do celular numa chamada para a voz ficar mais alta	voz	viva	voz	vivo	AN	Approved
sergiluc763007	178	vôo doméstico	5	4	4	voo intranacional - voô nacional	vôo	doméstico	vôo	doméstico	NA	Approved
silva-de656194	2	acampamento militar	3	4	4	instalação de militares em um local - local temporário de militares	acampamento	militar	acampamento	militar	NA	Approved
silva-de656194	8	alta temporada	5	3	3	período mais procurado - período movimentado	temporada	alta	temporada	alto	AN	Approved
