compound_lemma	compound_surface	compound_lemmapos	headLemma	modifierLemma	nAnnot	avgHead	stdevHead	avgModifier	stdevModifier	compositionality	stdevHeadModifier	equivalents
temps_réel	temps_réel	temps/n_réel/a	temps	réel	13	4.8462	0.3755	3.5385	1.5064	3.4615	1.7134	immédiatement(2);en direct(2);traitement en direct(2);présent(1);en simultané(1);Échange immédiat d'information(1);réalité temporelle(1);en meme temp(1);temps actuel(1);aussitôt(1);temps non virtuel(1);simultanement(1);immediat(1);sur le champs(1);même temps que celui du spectateur(1);maintenant(1);instantanement(1);immédiat(1);instantanné(1);traitement en temps réel(1);temps qui conforme au temps dans lequel on existe(1);traitement en directe(1);à l instant même(1);à l'instant(1)
travail_public	travaux_publics	travail/n_public/a	travaux	publics	14	4.7143	0.4688	4.1429	0.7703	4.1429	0.6630	travaux de construction(2);métiers de la construction(2);génie civil(2);construction(2);infrastructures publiques(2);constructions publiques(2);travaux d'intérêt général(2);construction pour but collectif(1);ouvrages réalisés dans un but d'utilité collective(1);travaux de l'état(1);chantier(1);constructions pour le public(1);métiers de construction(1);ouvrages publics(1);travaux de la cite(1);chantiers nationaux(1);construction publique(1);travaux immobiliers réalisés par l'administration(1);travaux de la ville(1);travaux de voirie(1);travail du gouvernement(1);travaux d'utilité générale(1);travaux collectifs(1)
trou_noir	trou_noir	trou/n_noir/a	trou	noir	12	2.8333	1.6967	3.8333	1.3371	2.9167	1.3790	abime(2);singularité gravitationnelle(2);phenomene astronomique(1);grosse boule sombre dont aucune lumière ou matière ne peut échapper(1);abîme(1);caverne(1);astres occlus(1);objet céleste hypercompact(1);black hole(1);zone, dans le cosmos où lâattraction est si forte qu'il aspire toute lumière ayant de s'en échapper(1);objet céleste(1);trou quantique(1);vide(1);boule noire(1);anti matière(1);trou qui absorbe tout(1);rien(1);objet céleste ultra dense(1);trou dans l'espace(1);étoile effondrée sur elle même(1);collapsar(1);aucun rayonnement(1);vortex(1);objet céleste invisible(1)
trou_normand	trou_normand	trou/n_normand/a	trou	normand	15	0.4000	0.5071	1.0667	0.8837	0.6667	0.8165	coup du milieu(5);digestif(4);calvados(3);eau de vie(2);coutume gastronomique(2);boisson alcolisée(1);trou du milieu(1);pause calva(1);gnôle(1);mélange d'alcools(1);sorbet de fruits(1);petit verre d'alcool pris au milieu d'un grand repas(1);coupure de repas(1);verre de calvados(1);absorption d' alcool entre deux plats pour creuser l' estomac(1);cocktail(1);pause alcool entre deux plats(1);alcool(1);petit verre de calvados(1);eau de vie que l'on sert au milieu d'un gros repas (1);boisson mi repas(1);verre de calvados entre deux plats(1)
téléphone_arabe	téléphone_arabe	téléphone/n_arabe/a	téléphone	arabe	13	0.9231	1.0377	0.6923	0.9473	0.5385	0.8771	bouche à oreille(7);rumeur(6);jeu(3);transmission rapide(1);bouche a l'oreil(1);transmission de paroles(1);rapidité d'information(1);jeu de bouche à oreille(1);bruit(1);on dits(1);colportage(1);mot a l'oreille(1);téléphone sans fil(1);transmission très rapide d'une information(1);ouï dire(1);transmission des nouvelles(1);ragot(1);jeu de société(1)
téléphone_portable	téléphone_portable	téléphone/n_portable/a	téléphone	portable	14	5.0000	0.0000	5.0000	0.0000	5.0000	0.0000	téléphone cellulaire(8);téléphone mobile(4);téléphone sans fil(3);cellulaire(3);smartphone(2);portable(2);gsm(2);portable téléphonique(1);radiotéléphone mobile(1);mobile(1);telephone d'automobile(1);telephone sans fil(1);telephone cellulaire(1);téléphone portatif(1)
valeur_sûr	valeur_sûre	valeur/n_sûr/a	valeur	sûre	11	3.9091	0.8312	4.2727	1.1037	3.9091	0.9439	référence(2);fait(1);certitude(1);utilité certaine(1);bon investissement(1);recommendation(1);investissement fiable(1);obligation(1);risque sur(1);incontournable(1);valeur établie(1);valeur essentielle(1);quelque chose de certain(1);valeur immuable(1);assurance(1);mérite(1);valeur qui est garanti(1);valeur prouvée(1);sécurité(1);faible risque(1);vérité(1);vertu(1);gain sur(1)
vie_associatif	vie_associative	vie/n_associatif/a	vie	associative	11	2.7273	1.4894	4.3636	0.8090	3.8182	0.7508	vie de groupe(2);relatif aux associations(1);l’envie de se réunir autour d’un projet collectif(1);vie a laquelle tout la societe participe(1);action associative(1);vie social(1);vie de quartier(1);creer des projets associatifs(1);projet collectif(1);vie en commun(1);communauté(1);mutualité(1);capacité à construire ensemble(1);créer du lien social(1);tissu associatif(1);vie communautaire(1);participer a une association(1);club(1);vie coopérative(1);association(1);amitié(1);socialisation(1);fonctionnement associatif(1);activités de convivialité(1);activités collectives(1)
vie_quotidien	vie_quotidienne	vie/n_quotidien/a	vie	quotidienne	15	4.2667	0.7988	4.5333	0.7432	4.4000	0.6325	vie courante(4);vie de tous les jours(3);quotidien(2);routine(2);concernes de la vie de chaque jour(1);habituelle(1);vie de chaque jour(1);vie ordinaire(1);banal(1);vie journalière(1);vie habituelle(1);journée(1);vie normale(1);de la vie ordinaire(1);mêlée ouverte(1);moeurs et coutumes(1);vie domestique(1);de tous les jours(1);vie de ce jour (1);de chaque jour(1);mÅurs(1);vie de toujours(1);ayant lieu chaque jour(1);banale(1);train train(1);vie de chaque jour (1);journaliere(1);vie régulière (1);routine journalier(1)
vieux_fille	vieille_fille	vieux/a_fille/n	fille	vieille	13	3.8462	1.1435	3.0000	1.2910	2.4615	1.7134	célibataire âgée(3);femme non mariée(3);femme celibataire(2);célibataire(2);ancestrale(1);personne non marriée(1);contemporaine(1);grand mère(1);femme mûre non mariée(1);vielle femme non mariée(1);catherinette(1);vieille femme(1);célibataire endurcie(1);pucelle(1);dame seule(1);vieille(1);fille qui a l'air d'une vieille femme(1);femme d'un certain âge célibataire(1);demoiselle âgée(1);vierge(1);fille austere(1);celibataire(1)
vin_blanc	vin_blanc	vin/n_blanc/a	vin	blanc	13	5.0000	0.0000	4.1538	1.1435	4.3846	0.8697	chardonnay(3);riesling(2);petit blanc(2);pinard(1);boissson alcoolisée(1);sauvignon blanc(1);raisin vert clair(1);vin de couleur blanche(1);vin pas rouge(1);jaune(1);vin de raisins blancs(1);boisson alcoolise(1);raisin macere(1);vin jaune(1);blanc sec(1);alcool(1);sauce au vin blanc(1);boisson(1);vin blanc de france(1);jus de raisin blanc fermenté(1);jus de raisin transformée en alcool(1);alcool de raisin(1);chablis(1);piquette(1)
vin_rouge	vin_rouge	vin/n_rouge/a	vin	rouge	14	5.0000	0.0000	4.7143	0.4688	4.7857	0.4258	pinard(2);vin de raisins rouges(2);vin(2);bordeaux(2);jaja(1);boisson alcoolisée faite de raisin(1);raisin fermenté(1);vin de bordeaux(1);vin de cépages rouges(1);boisson alcoolisée à base de raisin fermenté(1);vin pas rosée ou blanc(1);vin de table(1);rouge qui tache(1);raisin noir(1);vin fait avec du raisin noir(1);boisson alcoolisée de couleur rouge(1);vinasse(1);vin de couleur rouge(1);alcool(1);vin de bourgogne(1);picrate(1);sang de la terre(1);cru(1);piquette(1);vin pas blanc(1);boisson alcoolisée(1);fermentation(1)
oeil_rouge	yeux_rouges	oeil/n_rouge/a	yeux	rouges	13	5.0000	0.0000	4.6154	0.7679	4.6154	0.7679	albinos(2);yeux irrités(2);conjonctivite(2);yeux écarlates(1);rougeur occulaire(1);couleur des yeux dur une photo prise avec un flash(1);infection occulaire(1);yeux larmoyants(1);mirettes irritées(1);larmoiement(1);yeux de couleur rouges(1);pupilles des yeux totalement rouges sur la photo(1);mirettes(1);myxomatose(1);yeux fatigués(1);inflammation de lâÅil(1);effet des yeux(1);yeux dont la couleur a changé à force de pleurer(1);yeux d'une personne ou d'un animal photographié rouges(1);vue(1);irritation occulaire(1);rougeur des yeux(1);yeux malade(1);yeux de couleur inhabituelle(1);yeux injectés de sang(1)
école_primaire	école_primaire	école/n_primaire/a	école	primaire	12	5.0000	0.0000	3.3333	1.7753	3.9167	1.0836	école élémentaire(4);petite école(2);enseignement primaire(2);début de l'instruction obligatoire(1);classe pour jeunes enfants(1);etablissment(1);école élementaire et maternelle(1);école communale(1);école de base(1);ecole élémentaire(1);école maternelle et élémentaire(1);école élmentaire(1);école pour les petits(1);cours élémentaire(1);école avant le collège(1);où les enfants vont au cours de la journée pour apprendre(1);"grande école"(1);premières classes(1);première école(1);école primaire élémentaire(1);école pour les jeunes(1);du cp and cm2(1)
étoile_filant	étoile_filante	étoile/n_filant/a	étoile	filante	14	3.0000	2.0381	4.2143	1.1217	3.3571	1.7805	météore(5);météorite(4);aérolithe(3);bolide(2);météores(1);comète(1);pierre brulante(1);eclair lumineux(1);meteorite(1);trait de lumière(1);trait de lumière dans l' atmosphère(1);comètes(1);aerolithe(1);astéroïde(1);méterorites(1);étoile qui bouge(1);comete(1);trainée lumineuse(1);astéroide dans le ciel(1);astéroide(1)
